Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Certara;6959;02;Lugano;5192;TI;9.069512714969408;46.078325586454035;it;2008-07-01
Curtina;6959;03;Lugano;5192;TI;9.02263857866922;46.08282140834429;it;2008-07-01
Cimadera;6959;04;Lugano;5192;TI;9.054710550024497;46.071842287192645;it;2008-07-01
Piandera Paese;6959;05;Lugano;5192;TI;9.03162738494676;46.07932215500448;it;2008-07-01
Piandera Paese;6959;05;Lugano;5192;TI;9.044218063576514;46.08339252317939;it;2008-07-01
Viganello;6962;00;Lugano;5192;TI;8.969201124635878;46.012096507359374;it;2008-07-01
Pregassona;6963;00;Lugano;5192;TI;8.978362611614878;46.022518881135;it;2008-07-01
Cureggia;6963;02;Lugano;5192;TI;8.986520789307354;46.01860716929113;it;2008-07-01
Davesco-Soragno;6964;00;Lugano;5192;TI;8.986912290657612;46.032584550618495;it;2008-07-01
Cadro;6965;00;Lugano;5192;TI;8.993299885833936;46.04103278496026;it;2008-07-01
Villa Luganese;6966;00;Lugano;5192;TI;9.004970188616834;46.05206492090392;it;2008-07-01
Dino;6967;00;Lugano;5192;TI;8.981097782196342;46.05430724000456;it;2008-07-01
Sonvico;6968;00;Lugano;5192;TI;9.013791610241402;46.06588481241964;it;2008-07-01
Aldesago;6974;00;Lugano;5192;TI;8.981028874694363;46.00965655660874;it;2008-07-01
Castagnola;6976;00;Lugano;5192;TI;8.986652003550038;46.00254646503445;it;2008-07-01
Ruvigliana;6977;00;Lugano;5192;TI;8.975048294279171;46.0064198806744;it;2008-07-01
Gandria;6978;00;Lugano;5192;TI;9.007460353223014;46.01037506296456;it;2008-07-01
Brè sopra Lugano;6979;00;Lugano;5192;TI;8.999042739341144;46.01848542668664;it;2008-07-01
Magliaso;6983;00;Magliaso;5193;TI;8.886666668683656;45.98227375335866;it;2008-07-01
Manno;6928;00;Manno;5194;TI;8.917949590123103;46.03058956724867;it;2008-07-01
Bioggio;6934;00;Manno;5194;TI;8.913718096327653;46.02466814526804;it;2008-07-01
Massagno;6900;05;Massagno;5196;TI;8.943154223256197;46.01276766736564;it;2008-07-01
Melide;6815;00;Melide;5198;TI;8.945169292723461;45.960780726133045;it;2008-07-01
Mezzovico;6805;00;Mezzovico-Vira;5199;TI;8.913936674057828;46.09681707975732;it;2008-07-01
Mezzovico;6805;00;Mezzovico-Vira;5199;TI;8.873087016012736;46.086350595885214;it;2008-07-01
Morcote;6922;00;Morcote;5203;TI;8.912400901899199;45.93402570964675;it;2008-07-01
Muzzano;6933;00;Muzzano;5205;TI;8.916723997948539;45.99732186442037;it;2008-07-01
Agno;6982;00;Muzzano;5205;TI;8.908216264343315;45.99954414216136;it;2008-07-01
Magliaso;6983;00;Neggio;5206;TI;8.877409850091123;45.984335247207085;it;2008-07-01
Neggio;6991;00;Neggio;5206;TI;8.878336909631319;45.987581287875656;it;2008-07-01
Origlio;6945;00;Origlio;5208;TI;8.94611577523466;46.050422580696065;it;2008-07-01
Paradiso;6900;09;Paradiso;5210;TI;8.946957481191161;45.988804883454364;it;2008-07-01
Origlio;6945;00;Ponte Capriasca;5212;TI;8.952329657341087;46.056255108451644;it;2008-07-01
Ponte Capriasca;6946;00;Ponte Capriasca;5212;TI;8.943380581266808;46.062804690738204;it;2008-07-01
Ponte Capriasca;6946;00;Ponte Capriasca;5212;TI;9.06587449576357;46.124051748058086;it;2008-07-01
Savosa;6942;00;Porza;5214;TI;8.945653019767674;46.02202150498861;it;2008-07-01
Porza;6948;00;Porza;5214;TI;8.953909857277836;46.02618118658161;it;2008-07-01
Pura;6984;00;Pura;5216;TI;8.864367831880115;45.98205751871891;it;2008-07-01
Savosa;6942;00;Savosa;5221;TI;8.944803787648155;46.019662788232054;it;2008-07-01
Porza;6948;00;Savosa;5221;TI;8.950104334120272;46.023670129209776;it;2008-07-01
Sorengo;6924;00;Sorengo;5225;TI;8.935402638028544;46.00112299297089;it;2008-07-01
Taverne;6807;00;Capriasca;5226;TI;8.936036934423635;46.072091429257505;it;2008-07-01
Ponte Capriasca;6946;00;Capriasca;5226;TI;8.948740815726417;46.06555340609488;it;2008-07-01
Vaglio;6947;00;Capriasca;5226;TI;8.959356683519704;46.055938358767634;it;2008-07-01
Tesserete;6950;00;Capriasca;5226;TI;8.968380066931546;46.06974105786786;it;2008-07-01
Lugaggia;6953;00;Capriasca;5226;TI;8.970931495701938;46.05566553250369;it;2008-07-01
Sala Capriasca;6954;00;Capriasca;5226;TI;8.95583425759407;46.06592904336273;it;2008-07-01
Bigorio;6954;01;Capriasca;5226;TI;8.948778921300994;46.082294923474876;it;2008-07-01
Cagiallo;6955;00;Capriasca;5226;TI;8.975256816445397;46.06454680438609;it;2008-07-01
Oggio;6955;01;Capriasca;5226;TI;8.986127542835638;46.07130698839514;it;2008-07-01
Lopagno;6956;00;Capriasca;5226;TI;8.978458005917398;46.07012916177984;it;2008-07-01
Roveredo TI;6957;00;Capriasca;5226;TI;8.982141597952483;46.07473899460848;it;2008-07-01
Bidogno;6958;00;Capriasca;5226;TI;9.009143347707843;46.095671445057285;it;2008-07-01
Corticiasca;6958;02;Capriasca;5226;TI;9.016401922688354;46.087014978512116;it;2008-07-01
Corticiasca;6958;02;Capriasca;5226;TI;9.010231675752872;46.079610692087634;it;2008-07-01
Curtina;6959;03;Capriasca;5226;TI;9.016836988047336;46.07992099163355;it;2008-07-01
Odogno;6960;00;Capriasca;5226;TI;9.001558689104645;46.113756721347954;it;2008-07-01
Taverne;6807;00;Torricella-Taverne;5227;TI;8.930114794851042;46.06148695314027;it;2008-07-01
Torricella;6808;00;Torricella-Taverne;5227;TI;8.913740697628173;46.069824990864824;it;2008-07-01
Vernate;6992;00;Vernate;5230;TI;8.88034118904837;45.99480790241986;it;2008-07-01
Vezia;6943;00;Vezia;5231;TI;8.935680113963373;46.02491772239831;it;2008-07-01
Vico Morcote;6921;00;Vico Morcote;5233;TI;8.924290619861237;45.934744025030675;it;2008-07-01
Grancia;6916;00;Collina d'Oro;5236;TI;8.927208985136533;45.974574752954354;it;2008-07-01
Carabietta;6919;00;Collina d'Oro;5236;TI;8.902364752446074;45.968987668079656;it;2008-07-01
Gentilino;6925;00;Collina d'Oro;5236;TI;8.925326669347792;45.99132637173404;it;2008-07-01
Montagnola;6926;00;Collina d'Oro;5236;TI;8.91520932825398;45.983369390943295;it;2008-07-01
Agra;6927;00;Collina d'Oro;5236;TI;8.911218914909586;45.96750162350568;it;2008-07-01
Breno;6937;00;Alto Malcantone;5237;TI;8.851967956176718;46.04424003263616;it;2008-07-01
Vezio;6938;00;Alto Malcantone;5237;TI;8.869502642335178;46.06448062621898;it;2008-07-01
Fescoggia;6938;01;Alto Malcantone;5237;TI;8.872418151987002;46.04867678948186;it;2008-07-01
Mugena;6939;01;Alto Malcantone;5237;TI;8.876372331622568;46.070972612910204;it;2008-07-01
Arosio;6939;02;Alto Malcantone;5237;TI;8.898242841521823;46.0599730624264;it;2008-07-01
Rivera;6802;00;Monteceneri;5238;TI;8.904198640895608;46.12723268599592;it;2008-07-01
Camignolo;6803;00;Monteceneri;5238;TI;8.948577212482165;46.104384266973874;it;2008-07-01
Bironico;6804;00;Monteceneri;5238;TI;8.930829680457913;46.12419012404994;it;2008-07-01
Sigirino;6806;00;Monteceneri;5238;TI;8.889057192839775;46.08783899434644;it;2008-07-01
Medeglia;6809;00;Monteceneri;5238;TI;8.960568542309517;46.12114446145803;it;2008-07-01
Castelrotto;6980;00;Tresa;5239;TI;8.838686266694722;45.99492522994316;it;2008-07-01
Ponte Tresa;6988;00;Tresa;5239;TI;8.858810642817541;45.97136091171356;it;2008-07-01
Purasca;6989;00;Tresa;5239;TI;8.848669061910924;45.9822190571386;it;2008-07-01
Madonna del Piano;6995;02;Tresa;5239;TI;8.831582743288802;45.98923129856033;it;2008-07-01
Sessa;6997;00;Tresa;5239;TI;8.81691944484917;46.00315317969859;it;2008-07-01
Monteggio;6998;01;Tresa;5239;TI;8.802501150035582;45.99775981938471;it;2018-01-01
Maroggia;6817;00;Val Mara;5240;TI;8.972639314511321;45.936369252931655;it;2008-07-01
Melano;6818;00;Val Mara;5240;TI;8.996777774337312;45.92150536646618;it;2008-07-01
Rovio;6821;00;Val Mara;5240;TI;8.999807940803052;45.935407642780476;it;2008-07-01
Balerna;6828;00;Balerna;5242;TI;9.007834108286044;45.84288478344486;it;2008-07-01
Chiasso;6830;00;Balerna;5242;TI;9.014662662306565;45.834457935843645;it;2008-07-01
Capolago;6825;00;Castel San Pietro;5249;TI;9.018018214063053;45.92760653461101;it;2008-07-01
Mendrisio;6850;00;Castel San Pietro;5249;TI;8.98676405068411;45.86025031083536;it;2008-07-01
Corteglia;6873;00;Castel San Pietro;5249;TI;8.992008437319015;45.86278237094578;it;2008-07-01
Castel San Pietro;6874;00;Castel San Pietro;5249;TI;9.009341013549815;45.86687444859096;it;2008-07-01
Monte;6875;00;Castel San Pietro;5249;TI;9.023893130456631;45.88334735754172;it;2008-07-01
Casima;6875;02;Castel San Pietro;5249;TI;9.033893101301885;45.89266087595741;it;2008-07-01
Campora;6875;03;Castel San Pietro;5249;TI;9.01943036296908;45.87483188766614;it;2014-10-01
Coldrerio;6877;00;Castel San Pietro;5249;TI;8.986533950548248;45.85874603368273;it;2008-07-01
Chiasso;6830;00;Chiasso;5250;TI;9.025333319254665;45.83370179541576;it;2008-07-01
Pedrinate;6832;00;Chiasso;5250;TI;9.017600414880238;45.82586214272176;it;2008-07-01
Seseglio;6832;01;Chiasso;5250;TI;8.999750214644768;45.82866433343987;it;2008-07-01
Coldrerio;6877;00;Coldrerio;5251;TI;8.98573965495093;45.853461515193246;it;2008-07-01
Capolago;6825;00;Mendrisio;5254;TI;8.986094585375621;45.903445682801646;it;2008-07-01
Mendrisio;6850;00;Mendrisio;5254;TI;8.979352501691853;45.87808290415048;it;2008-07-01
Genestrerio;6852;00;Mendrisio;5254;TI;8.956762904490027;45.85000547333913;it;2008-07-01
Ligornetto;6853;00;Mendrisio;5254;TI;8.952929085325266;45.862344479559646;it;2008-07-01
Stabio;6855;00;Mendrisio;5254;TI;8.945353684278576;45.843800160063616;it;2008-07-01
Rancate;6862;00;Mendrisio;5254;TI;8.970671842499629;45.87499325408906;it;2008-07-01
Besazio;6863;00;Mendrisio;5254;TI;8.954419674838249;45.870904325726755;it;2008-07-01
Arzo;6864;00;Mendrisio;5254;TI;8.938984344069112;45.87846196666821;it;2008-07-01
Tremona;6865;00;Mendrisio;5254;TI;8.958593163401709;45.88084387436755;it;2008-07-01
Meride;6866;00;Mendrisio;5254;TI;8.942111864038818;45.89987795642214;it;2008-07-01
Salorino;6872;00;Mendrisio;5254;TI;9.000029422169932;45.891516032135854;it;2008-07-01
Castel San Pietro;6874;00;Mendrisio;5254;TI;9.009318918925025;45.89327758360898;it;2008-07-01
Morbio Inferiore;6834;00;Morbio Inferiore;5257;TI;9.022087764904958;45.84838508935364;it;2008-07-01
Balerna;6828;00;Novazzano;5260;TI;9.002758751667706;45.84061887106051;it;2008-07-01
Novazzano;6883;00;Novazzano;5260;TI;8.978461653720734;45.84483216126912;it;2008-07-01
Riva San Vitale;6826;00;Riva San Vitale;5263;TI;8.962472449339504;45.91147944429434;it;2008-07-01
Ligornetto;6853;00;Stabio;5266;TI;8.938919603806271;45.86349337428573;it;2008-07-01
S. Pietro;6854;00;Stabio;5266;TI;8.934277267786694;45.85770223795117;it;2008-07-01
Stabio;6855;00;Stabio;5266;TI;8.93091355495174;45.84507659811707;it;2008-07-01
Vacallo;6833;00;Vacallo;5268;TI;9.037470935153001;45.847521573866636;it;2008-07-01
Morbio Superiore;6835;00;Breggia;5269;TI;9.043977640848194;45.86482946186162;it;2008-07-01
Caneggio;6837;00;Breggia;5269;TI;9.05517679514837;45.88009947444135;it;2008-07-01
Bruzella;6837;02;Breggia;5269;TI;9.064385488868561;45.889739293698106;it;2008-07-01
Muggio;6838;00;Breggia;5269;TI;9.036900862896726;45.91210206524602;it;2008-07-01
Cabbio;6838;02;Breggia;5269;TI;9.058200439919899;45.90324775832647;it;2008-07-01
Sagno;6839;00;Breggia;5269;TI;9.047088661982734;45.85929927048629;it;2008-07-01
Biasca;6710;00;Biasca;5281;TI;9.027468635556568;46.36265800200592;it;2008-07-01
Pollegio;6742;00;Biasca;5281;TI;8.957991248520177;46.35925260985426;it;2008-07-01
Prosito;6526;00;Riviera;5287;TI;8.948039118270486;46.27836679973716;it;2008-07-01
Lodrino;6527;00;Riviera;5287;TI;8.961864808277229;46.30667871212542;it;2008-07-01
Osogna;6703;00;Riviera;5287;TI;9.011294940593048;46.32363944023465;it;2008-07-01
Cresciano;6705;00;Riviera;5287;TI;9.026913316777662;46.29905608118057;it;2008-07-01
Iragna;6707;00;Riviera;5287;TI;8.939158231969541;46.32458227282953;it;2008-07-01
Bosco/Gurin;6685;00;Bosco/Gurin;5304;TI;8.489032546773576;46.321357600211996;de;2008-07-01
Niva (Vallemaggia);6683;02;Campo (Vallemaggia);5307;TI;8.53453187822747;46.28027406512587;it;2008-07-01
Campo (Vallemaggia);6684;00;Campo (Vallemaggia);5307;TI;8.501567564630093;46.29064272848823;it;2008-07-01
Cimalmotto;6684;01;Campo (Vallemaggia);5307;TI;8.468434534024324;46.274523810294916;it;2008-07-01
Linescio;6682;00;Cerentino;5309;TI;8.56928968007166;46.306215403939795;it;2008-07-01
Cerentino;6683;00;Cerentino;5309;TI;8.538447366281533;46.31702506044183;it;2008-07-01
Cevio;6675;00;Cevio;5310;TI;8.594243197755574;46.30596194348603;it;2008-07-01
Bignasco;6676;00;Cevio;5310;TI;8.56890920797802;46.34430579126565;it;2008-07-01
Cavergno;6690;00;Cevio;5310;TI;8.541447873178834;46.378716671158465;it;2008-07-01
S. Carlo (Val Bavona);6690;01;Cevio;5310;TI;8.50412619708469;46.42717820832922;it;2008-07-01
Linescio;6682;00;Linescio;5315;TI;8.576004677367887;46.31074487638351;it;2008-07-01
Avegno;6670;00;Maggia;5317;TI;8.743143755430479;46.21545593489176;it;2008-07-01
Maggia;6673;00;Maggia;5317;TI;8.733137016898105;46.26988314286237;it;2008-07-01
Someo;6674;00;Maggia;5317;TI;8.633641635995945;46.273706326901866;it;2008-07-01
Riveo;6674;02;Maggia;5317;TI;8.604754456680768;46.27905338784967;it;2008-07-01
Aurigeno;6677;01;Maggia;5317;TI;8.710013194282102;46.22378903907987;it;2008-07-01
Moghegno;6677;02;Maggia;5317;TI;8.689112427682092;46.24168030272849;it;2008-07-01
Giumaglio;6678;00;Maggia;5317;TI;8.680880568504282;46.29789341067397;it;2008-07-01
Lodano;6678;02;Maggia;5317;TI;8.658172783089928;46.25235059860479;it;2008-07-01
Coglio;6678;03;Maggia;5317;TI;8.706182421674818;46.296471126597986;it;2008-07-01
Menzonio;6692;00;Lavizzara;5323;TI;8.660696264652914;46.35555329705437;it;2008-07-01
Brontallo;6692;01;Lavizzara;5323;TI;8.620392522769997;46.35858856474396;it;2008-07-01
Broglio;6693;00;Lavizzara;5323;TI;8.673468170669873;46.37070721264732;it;2008-07-01
Prato-Sornico;6694;00;Lavizzara;5323;TI;8.687760483215548;46.39904714125186;it;2008-07-01
Peccia;6695;00;Lavizzara;5323;TI;8.641913501026623;46.406700780198925;it;2008-07-01
Piano di Peccia;6695;01;Lavizzara;5323;TI;8.58715535153764;46.426012185668974;it;2008-07-01
Fusio;6696;00;Lavizzara;5323;TI;8.65960588412216;46.454626893926594;it;2008-07-01
Avegno;6670;00;Avegno Gordevio;5324;TI;8.76643012804406;46.20314197253909;it;2008-07-01
Gordevio;6672;00;Avegno Gordevio;5324;TI;8.764948563308396;46.23525223984915;it;2008-07-01
Medeglia;6809;00;Comunanza Cadenazzo/Monteceneri;5391;TI;9.058435539007297;46.140704491105204;it;2008-07-01
Bedigliora;6981;11;Lema;5395;TI;8.828708604124374;46.02165938128493;it;2008-07-01
Bedigliora;6981;11;Lema;5395;TI;8.852000972683689;45.999300878532026;it;2008-07-01
Bombinasco;6981;15;Lema;5395;TI;8.832832669827253;46.01927116467451;it;2008-07-01
Banco;6981;16;Lema;5395;TI;8.840620297040795;46.01048378263103;it;2008-07-01
Beride di Bedigliora;6981;17;Lema;5395;TI;8.832317951761212;46.00340706650165;it;2021-02-01
Novaggio;6986;00;Lema;5395;TI;8.844822152835253;46.01968930869359;it;2008-07-01
Miglieglia;6986;02;Lema;5395;TI;8.8513583722847;46.028950946630914;it;2008-07-01
Curio;6986;03;Lema;5395;TI;8.860719361903115;45.99876141633991;it;2008-07-01
Astano;6999;00;Lema;5395;TI;8.8156143009216;46.01547472182569;it;2008-07-01
Tegna;6652;00;Terre di Pedemonte;5396;TI;8.745991522156492;46.18961601249319;it;2008-07-01
Verscio;6653;00;Terre di Pedemonte;5396;TI;8.724786489461028;46.196265731419025;it;2008-07-01
Cavigliano;6654;00;Terre di Pedemonte;5396;TI;8.70917098353058;46.19280746750052;it;2008-07-01
Intragna;6655;00;Centovalli;5397;TI;8.684423903631;46.16951362639181;it;2008-07-01
Verdasio;6655;02;Centovalli;5397;TI;8.646255342044439;46.17202184815412;it;2008-07-01
Rasa;6655;03;Centovalli;5397;TI;8.655953249415086;46.1579570932098;it;2008-07-01
Golino;6656;00;Centovalli;5397;TI;8.712643727009757;46.17850200187842;it;2008-07-01
Palagnedra;6657;00;Centovalli;5397;TI;8.64821904022918;46.136987654220896;it;2008-07-01
Borgnone;6658;00;Centovalli;5397;TI;8.60093106266703;46.171002569203665;it;2008-07-01
Camedo;6659;00;Centovalli;5397;TI;8.607710981339478;46.1555203915486;it;2008-07-01
Moneto;6659;09;Centovalli;5397;TI;8.620263008349678;46.13807459997316;it;2008-07-01
Indemini;6571;00;Gambarogno;5398;TI;8.841502161374018;46.094499058161915;it;2008-07-01
Quartino;6572;00;Gambarogno;5398;TI;8.896243508119477;46.15261160111226;it;2008-07-01
Magadino;6573;00;Gambarogno;5398;TI;8.879123134003011;46.142975950367884;it;2008-07-01
Vira (Gambarogno);6574;00;Gambarogno;5398;TI;8.862444726569713;46.12513912825568;it;2008-07-01
S. Nazzaro;6575;00;Gambarogno;5398;TI;8.804769829473383;46.13258537053149;it;2008-07-01
Vairano;6575;01;Gambarogno;5398;TI;8.813419218650173;46.12207051067551;it;2008-07-01
Gerra (Gambarogno);6576;00;Gambarogno;5398;TI;8.796349222956719;46.11925140543532;it;2008-07-01
Ranzo;6577;00;Gambarogno;5398;TI;8.792107015395349;46.10732719571177;it;2008-07-01
Caviano;6578;00;Gambarogno;5398;TI;8.775691995809717;46.10255909600644;it;2008-07-01
Piazzogna;6579;00;Gambarogno;5398;TI;8.840230182433299;46.118827650651674;it;2008-07-01
Cadenazzo;6593;00;Gambarogno;5398;TI;8.935519628917701;46.14549379673542;it;2008-07-01
Contone;6594;00;Gambarogno;5398;TI;8.923746005474813;46.153747044850846;it;2008-07-01
Corippo;6631;00;Verzasca;5399;TI;8.819782384849127;46.235232484333814;it;2008-07-01
Vogorno;6632;00;Verzasca;5399;TI;8.89163693454998;46.22204548049769;it;2008-07-01
Lavertezzo;6633;00;Verzasca;5399;TI;8.85909267886844;46.283850190688;it;2008-07-01
Brione (Verzasca);6634;00;Verzasca;5399;TI;8.77117889845076;46.29909847771285;it;2008-07-01
Gerra (Verzasca);6635;00;Verzasca;5399;TI;8.806480513686255;46.31350218162744;it;2008-07-01
Frasco;6636;00;Verzasca;5399;TI;8.820001325033905;46.35664901563791;it;2008-07-01
Sonogno;6637;00;Verzasca;5399;TI;8.756021268124229;46.36476319068937;it;2008-07-01
Aigle;1860;00;Aigle;5401;VD;6.9689635951521245;46.31388259665603;fr;2008-07-01
Le Sépey;1863;00;Aigle;5401;VD;7.030106415612031;46.338251866981025;fr;2008-07-01
Bex;1880;00;Bex;5402;VD;7.0137515279123;46.24664819408026;fr;2008-07-01
Frenières-sur-Bex;1880;02;Bex;5402;VD;7.063192354427376;46.24146599007525;fr;2008-07-01
Fenalet-sur-Bex;1880;03;Bex;5402;VD;7.03209876270165;46.27605848788738;fr;2008-07-01
Les Plans-sur-Bex;1880;04;Bex;5402;VD;7.110382983906305;46.238734698332905;fr;2008-07-01
Les Posses-sur-Bex;1880;05;Bex;5402;VD;7.044749742218459;46.27528997021334;fr;2008-07-01
Gryon;1882;00;Bex;5402;VD;7.132402740245575;46.28610968720557;fr;2008-07-01
Chessel;1846;00;Chessel;5403;VD;6.896182815243505;46.350587691444645;fr;2008-07-01
Corbeyrier;1856;00;Corbeyrier;5404;VD;6.986919991864153;46.37058421058583;fr;2008-07-01
Frenières-sur-Bex;1880;02;Gryon;5405;VD;7.061851467262086;46.26762508898243;fr;2008-07-01
Les Posses-sur-Bex;1880;05;Gryon;5405;VD;7.058268741909268;46.267645232769006;fr;2008-07-01
Gryon;1882;00;Gryon;5405;VD;7.096441923400517;46.28833201989892;fr;2008-07-01
Lavey-Village;1892;00;Lavey-Morcles;5406;VD;7.033518268698529;46.22085670752046;fr;2008-07-01
Lavey-les-Bains;1892;01;Lavey-Morcles;5406;VD;7.01880659823425;46.20335530363639;fr;2008-07-01
Morcles;1892;02;Lavey-Morcles;5406;VD;7.049490551188625;46.20471722905768;fr;2008-07-01
Leysin;1854;00;Leysin;5407;VD;7.008786235435628;46.351301554805445;fr;2008-07-01
Noville;1845;00;Noville;5408;VD;6.893346187544027;46.37936445805217;fr;2008-07-01
Aigle;1860;00;Ollon;5409;VD;6.974182566779068;46.30213119048385;fr;2008-07-01
La Forclaz VD;1866;00;Ollon;5409;VD;7.038474019665752;46.33727930608824;fr;2008-07-01
Ollon VD;1867;00;Ollon;5409;VD;7.0091721054392435;46.28184000880564;fr;2008-07-01
St-Triphon;1867;02;Ollon;5409;VD;6.970113822671773;46.28224603805068;fr;2008-07-01
Panex;1867;03;Ollon;5409;VD;7.027975010700734;46.31708817294951;fr;2008-07-01
Villars-sur-Ollon;1884;00;Ollon;5409;VD;7.10707619290529;46.313672781777015;fr;2008-07-01
Arveyes;1884;02;Ollon;5409;VD;7.057915235644941;46.287492949485085;fr;2008-07-01
Huémoz;1884;03;Ollon;5409;VD;7.0118911334130205;46.29675107300899;fr;2008-07-01
Chesières;1885;00;Ollon;5409;VD;7.043823261220935;46.30636360872357;fr;2008-07-01
La Lécherette;1660;04;Ormont-Dessous;5410;VD;7.054141708482965;46.40851402146296;fr;2008-07-01
Corbeyrier;1856;00;Ormont-Dessous;5410;VD;7.023287094103253;46.39908811539731;fr;2008-07-01
Les Mosses;1862;00;Ormont-Dessous;5410;VD;7.104016697356123;46.39428185179916;fr;2008-07-01
La Comballaz;1862;02;Ormont-Dessous;5410;VD;7.075511903602176;46.37637767526502;fr;2008-07-01
Le Sépey;1863;00;Ormont-Dessous;5410;VD;7.05932535754803;46.36559529806308;fr;2008-07-01
La Forclaz VD;1866;00;Ormont-Dessous;5410;VD;7.072627558266401;46.34156206516924;fr;2008-07-01
Vers-l'Eglise;1864;00;Ormont-Dessus;5411;VD;7.117497182766217;46.35796954478606;fr;2008-07-01
Les Diablerets;1865;00;Ormont-Dessus;5411;VD;7.176170319551452;46.34191960371449;fr;2008-07-01
Rennaz;1847;00;Rennaz;5412;VD;6.917682337808216;46.37588135108375;fr;2008-07-01
Roche VD;1852;00;Roche (VD);5413;VD;6.925256170143962;46.35930689534247;fr;2008-07-01
Villeneuve VD;1844;00;Villeneuve (VD);5414;VD;6.971590531381627;46.406448342972986;fr;2008-07-01
Yvorne;1853;00;Yvorne;5415;VD;6.925291845160033;46.34204888230343;fr;2008-07-01
Aubonne;1170;00;Aubonne;5422;VD;6.387331379669468;46.48699319089869;fr;2008-07-01
Bougy-Villars;1172;00;Aubonne;5422;VD;6.351475709722016;46.48546895335897;fr;2008-07-01
Montherod;1174;00;Aubonne;5422;VD;6.354749308241251;46.506505555898784;fr;2008-07-01
Pizy;1174;02;Aubonne;5422;VD;6.346085449725572;46.49214340686519;fr;2008-07-01
Ballens;1144;00;Ballens;5423;VD;6.378055863169245;46.55366213379769;fr;2008-07-01
Berolle;1149;00;Berolle;5424;VD;6.3299439429958815;46.56776765325107;fr;2008-07-01
Bière;1145;00;Bière;5425;VD;6.313671397130123;46.54877618210019;fr;2008-07-01
Berolle;1149;00;Bière;5425;VD;6.331567894431348;46.552755045695726;fr;2008-07-01
Bougy-Villars;1172;00;Bougy-Villars;5426;VD;6.352661688195074;46.484580678121965;fr;2008-07-01
Perroy;1166;00;Féchy;5427;VD;6.376898658489047;46.467806863685446;fr;2008-07-01
Féchy;1173;00;Féchy;5427;VD;6.373955679433682;46.476365100644436;fr;2008-07-01
Gimel;1188;00;Gimel;5428;VD;6.288654087461891;46.52133308239375;fr;2008-07-01
Longirod;1261;35;Longirod;5429;VD;6.240729099813511;46.50527456612455;fr;2008-07-01
Marchissy;1261;32;Marchissy;5430;VD;6.232182229793292;46.493454568512355;fr;2008-07-01
Mollens VD;1146;00;Mollens (VD);5431;VD;6.363037388158588;46.575923923360456;fr;2008-07-01
St-George;1188;02;Saint-George;5434;VD;6.256684997639135;46.51988403470355;fr;2008-07-01
Bière;1145;00;Saint-Livres;5435;VD;6.363000257255272;46.52623645436778;fr;2008-07-01
St-Livres;1176;00;Saint-Livres;5435;VD;6.381470514089852;46.51626539172632;fr;2008-07-01
St-Oyens;1187;00;Saint-Oyens;5436;VD;6.297292341608413;46.494164927615934;fr;2008-07-01
Saubraz;1189;00;Saubraz;5437;VD;6.325515199354053;46.51904825642934;fr;2008-07-01
Domdidier;1564;00;Avenches;5451;VD;7.011476782465985;46.875744270085825;fr;2008-07-01
Avenches;1580;00;Avenches;5451;VD;7.03682569760084;46.88445875693888;fr;2008-07-01
Oleyres;1580;02;Avenches;5451;VD;7.038960737560649;46.85458974676908;fr;2008-07-01
Donatyre;1580;03;Avenches;5451;VD;7.060604500030582;46.872188634465644;fr;2008-07-01
Misery;1721;01;Avenches;5451;VD;7.053539693017568;46.8571329205056;fr;2008-07-01
Cudrefin;1588;00;Cudrefin;5456;VD;7.033546740902717;46.9553681263078;fr;2008-07-01
Faoug;1595;00;Faoug;5458;VD;7.0727885712652405;46.903469448499386;fr;2008-07-01
Villars-le-Grand;1584;00;Vully-les-Lacs;5464;VD;6.999660283957198;46.904478183416465;fr;2008-07-01
Salavaux;1585;00;Vully-les-Lacs;5464;VD;7.026336022997831;46.91253106268397;fr;2008-07-01
Bellerive VD;1585;02;Vully-les-Lacs;5464;VD;7.0220259077518605;46.92531357205385;fr;2008-07-01
Cotterd;1585;03;Vully-les-Lacs;5464;VD;7.026865010429099;46.92325989595751;fr;2008-07-01
Vallamand;1586;00;Vully-les-Lacs;5464;VD;7.0363021619931265;46.932898973010836;fr;2008-07-01
Montmagny;1587;00;Vully-les-Lacs;5464;VD;7.007482443352669;46.927194522411384;fr;2008-07-01
Constantine;1587;01;Vully-les-Lacs;5464;VD;7.012253802790391;46.91177701673387;fr;2008-07-01
Chabrey;1589;00;Vully-les-Lacs;5464;VD;6.983133646696514;46.930094006011224;fr;2008-07-01
Mur (Vully) VD;1787;02;Vully-les-Lacs;5464;VD;7.052041918329473;46.94079430159265;fr;2008-07-01
Bettens;1042;04;Bettens;5471;VD;6.574038547137768;46.62348213802571;fr;2008-07-01
Daillens;1306;00;Bettens;5471;VD;6.561890529230816;46.61871382802564;fr;2008-07-01
Bournens;1035;00;Bournens;5472;VD;6.5643992593208464;46.6089899872917;fr;2008-07-01
Boussens;1034;00;Boussens;5473;VD;6.585020607748869;46.60292128177321;fr;2008-07-01
Chavannes-le-Veyron;1148;07;La Chaux (Cossonay);5474;VD;6.458555289006804;46.608923776420035;fr;2008-07-01
