Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Egg (Flawil);9231;00;Flawil;3402;SG;9.221858569955268;47.394041095198475;de;2008-07-01
Oberuzwil;9242;00;Jonschwil;3405;SG;9.103621551116323;47.43431345788227;de;2008-07-01
Jonschwil;9243;00;Jonschwil;3405;SG;9.096472755374876;47.42560471937359;de;2008-07-01
Rickenbach b. Wil;9532;00;Jonschwil;3405;SG;9.062177029152675;47.434859460801164;de;2008-07-01
Schwarzenbach SG;9536;00;Jonschwil;3405;SG;9.075157867522002;47.440156146242636;de;2008-07-01
Oberrindal;9604;01;Jonschwil;3405;SG;9.116390346715843;47.408758243256855;de;2008-07-01
Flawil;9230;00;Oberuzwil;3407;SG;9.161522149599609;47.41511293568901;de;2008-07-01
Niederglatt SG;9240;02;Oberuzwil;3407;SG;9.169046168885526;47.42869858629448;de;2008-07-01
Oberuzwil;9242;00;Oberuzwil;3407;SG;9.122498184847748;47.42898333612138;de;2008-07-01
Niederuzwil;9244;00;Oberuzwil;3407;SG;9.14902025705059;47.4359575186165;de;2008-07-01
Bichwil;9248;00;Oberuzwil;3407;SG;9.136218026023407;47.41516028699145;de;2008-07-01
Oberrindal;9604;01;Oberuzwil;3407;SG;9.130104858131967;47.40490406533154;de;2008-07-01
Uzwil;9240;00;Uzwil;3408;SG;9.136139582901956;47.436367937722586;de;2008-07-01
Oberuzwil;9242;00;Uzwil;3408;SG;9.139691935738028;47.42978158314904;de;2008-07-01
Niederuzwil;9244;00;Uzwil;3408;SG;9.144324294934421;47.44406382420481;de;2008-07-01
Henau;9247;00;Uzwil;3408;SG;9.11319859848227;47.456087154903535;de;2008-07-01
Algetshausen;9249;00;Uzwil;3408;SG;9.112597406913626;47.44297707005677;de;2008-07-01
Niederstetten;9249;01;Uzwil;3408;SG;9.082631058116238;47.45300785708358;de;2008-07-01
Oberstetten;9249;02;Uzwil;3408;SG;9.091648152849013;47.44577825599455;de;2008-07-01
Schwarzenbach SG;9536;00;Uzwil;3408;SG;9.07192839195032;47.44714450379711;de;2008-07-01
Gossau SG;9200;00;Niederbüren;3422;SG;9.235019226590673;47.44391495373822;de;2008-07-01
Niederwil SG;9203;00;Niederbüren;3422;SG;9.215635128417588;47.44685916006379;de;2008-07-01
Niederbüren;9246;00;Niederbüren;3422;SG;9.209960698129953;47.46370415169213;de;2008-07-01
Schweizersholz;9223;00;Niederhelfenschwil;3423;SG;9.17878217083426;47.49549753885166;de;2008-07-01
Oberbüren;9245;00;Niederhelfenschwil;3423;SG;9.151251693264268;47.45929362203584;de;2008-07-01
Sonnental;9245;02;Niederhelfenschwil;3423;SG;9.124453062514021;47.46269152199348;de;2009-11-03
Zuzwil SG;9524;00;Niederhelfenschwil;3423;SG;9.121264791433749;47.4654985021966;de;2008-07-01
Lenggenwil;9525;00;Niederhelfenschwil;3423;SG;9.14371811946291;47.47159400034864;de;2008-07-01
Zuckenriet;9526;00;Niederhelfenschwil;3423;SG;9.162493998588188;47.489253901804894;de;2008-07-01
Niederhelfenschwil;9527;00;Niederhelfenschwil;3423;SG;9.186080227166622;47.4774793019362;de;2008-07-01
Niederwil SG;9203;00;Oberbüren;3424;SG;9.19994535387578;47.43043561855279;de;2008-07-01
Flawil;9230;00;Oberbüren;3424;SG;9.205536098436092;47.413593738262676;de;2008-07-01
Niederglatt SG;9240;02;Oberbüren;3424;SG;9.176796837875678;47.43151290164432;de;2008-07-01
Oberbüren;9245;00;Oberbüren;3424;SG;9.1698793510747;47.44759208995584;de;2008-07-01
Sonnental;9245;02;Oberbüren;3424;SG;9.133165952020864;47.4597001558436;de;2009-11-03
Wil SG;9500;00;Zuzwil (SG);3426;SG;9.073298914321867;47.467099100343816;de;2008-07-01
Hosenruck;9515;00;Zuzwil (SG);3426;SG;9.116228879937866;47.47964510175382;de;2008-07-01
Züberwangen;9523;00;Zuzwil (SG);3426;SG;9.092653045204244;47.46567433765855;de;2008-07-01
Zuzwil SG;9524;00;Zuzwil (SG);3426;SG;9.110633084865965;47.47446978689023;de;2008-07-01
Wil SG;9500;00;Wil (SG);3427;SG;9.049559840501837;47.463178593376334;de;2008-07-01
Rossrüti;9512;00;Wil (SG);3427;SG;9.072163351093584;47.48178327992135;de;2008-07-01
Wuppenau;9514;00;Wil (SG);3427;SG;9.08811189272137;47.48424218771712;de;2008-07-01
Zuzwil SG;9524;00;Wil (SG);3427;SG;9.095863590863017;47.48028154499166;de;2008-07-01
Schwarzenbach SG;9536;00;Wil (SG);3427;SG;9.062878383138683;47.44693651561432;de;2008-07-01
St. Margarethen TG;9543;00;Wil (SG);3427;SG;9.008305958321072;47.48278668299052;de;2008-07-01
Bronschhofen;9552;00;Wil (SG);3427;SG;9.029853007994708;47.480389089430716;de;2008-07-01
Andwil SG;9204;00;Andwil (SG);3441;SG;9.279697297882302;47.43857541915363;de;2008-07-01
Arnegg;9212;00;Andwil (SG);3441;SG;9.262548638940672;47.4451391768294;de;2008-07-01
Abtwil SG;9030;00;Gaiserwald;3442;SG;9.314609845713024;47.427369903383045;de;2008-07-01
St. Josefen;9030;03;Gaiserwald;3442;SG;9.337259688212855;47.42542928434612;de;2010-05-31
Engelburg;9032;00;Gaiserwald;3442;SG;9.334762245952026;47.44109941084666;de;2008-07-01
Wittenbach;9300;00;Gaiserwald;3442;SG;9.361864084769849;47.45138559000108;de;2008-07-01
St. Gallen;9015;00;Gossau (SG);3443;SG;9.289088159542512;47.40523335356764;de;2008-07-01
Abtwil SG;9030;00;Gossau (SG);3443;SG;9.295676439995512;47.42724574764465;de;2008-07-01
Herisau;9100;00;Gossau (SG);3443;SG;9.29083076881176;47.39998428876942;de;2008-07-01
Gossau SG;9200;00;Gossau (SG);3443;SG;9.257106936159818;47.42032857374599;de;2008-07-01
Andwil SG;9204;00;Gossau (SG);3443;SG;9.270570695974438;47.428582038498085;de;2008-07-01
Arnegg;9212;00;Gossau (SG);3443;SG;9.252325809506916;47.440829951354495;de;2008-07-01
Engelburg;9032;00;Waldkirch;3444;SG;9.324982850484963;47.453073919878854;de;2008-07-01
Andwil SG;9204;00;Waldkirch;3444;SG;9.27061002591544;47.45061695121585;de;2008-07-01
Waldkirch;9205;00;Waldkirch;3444;SG;9.281959153733453;47.46085154839561;de;2008-07-01
Hauptwil;9213;00;Waldkirch;3444;SG;9.241576938180698;47.476877393312066;de;2008-07-01
Niederbüren;9246;00;Waldkirch;3444;SG;9.237659180665252;47.474041313320946;de;2008-07-01
Wittenbach;9300;00;Waldkirch;3444;SG;9.357650570764832;47.45490984616191;de;2008-07-01
Bernhardzell;9304;00;Waldkirch;3444;SG;9.34373801215721;47.46825232790984;de;2008-07-01
Parpan;7076;00;Vaz/Obervaz;3506;GR;9.553517871130081;46.7602795660467;de;2008-07-01
Valbella;7077;00;Vaz/Obervaz;3506;GR;9.550724055839662;46.75344192135897;rm;2008-07-01
Lenzerheide/Lai;7078;00;Vaz/Obervaz;3506;GR;9.545371751473281;46.73460947477331;multiple;2008-07-01
Vaz/Obervaz;7082;00;Vaz/Obervaz;3506;GR;9.53442940119515;46.698901007775206;multiple;2008-07-01
Tiefencastel;7450;00;Vaz/Obervaz;3506;GR;9.518160653739692;46.680043769876626;rm;2008-07-01
Lantsch/Lenz;7083;00;Lantsch/Lenz;3513;GR;9.577156283173439;46.699810782425565;multiple;2008-07-01
